0,2000,1,1,130446,-nan,114.493,-nan,193
0,2000,1,2,141167,-nan,117.497,-nan,260
0,2000,2,2,219987,-nan,125.133,-nan,362
0,2000,2,4,242344,-nan,144.383,-nan,469
0,2000,4,4,373331,-nan,219.443,-nan,622
0,2000,4,8,407531,-nan,477.665,-nan,832
0,2000,8,8,455112,-nan,3046.93,-nan,916
0,2000,8,16,463256,-nan,3106.04,-nan,1070
0,2000,16,16,463636,-nan,6153.37,-nan,1072
0,2000,16,32,451636,-nan,6366.08,-nan,1055
