2,1000,1,1,99656,4167.05,694.259,41.7117,158
2,1000,1,2,90254,4919.14,828.67,66.8852,221
2,1000,2,2,100254,5819.71,1601.58,73.424,235
2,1000,2,4,106474,5852.79,1602.01,108.822,329
2,1000,4,4,115180,8058.88,3540.13,119.146,339
2,1000,4,8,117340,8826.45,3946.77,186.702,417
2,1000,8,8,117673,12202.8,7169.37,238.882,425
2,1000,8,16,116912,13363.1,7413.67,394.756,531
2,1000,16,16,117256,17281.9,10684.5,766.67,548
2,1000,16,32,118124,19334.3,11239.9,1337.83,606
